bookID,title,authors,average_rating
1265,Leadership,Rudolph W. Giuliani,3.72
1274,Men Are from Mars  Women Are from Venus,John Gray,3.55
1276,Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,John Gray,3.62
1281,Men Are from Mars  Women Are from Venus,John Gray,3.55
1290,How to Succeed with Women,Ron  Louis/David Copeland,3.76
1295,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.05
1296,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.05
1301,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,4.26
1302,Juiced Official Strategy Guide,Doug Walsh,0.00
1303,The 48 Laws of Power,Robert Greene/Joost Elffers,4.18
1305,Gates of Fire,Steven Pressfield,4.42
1307,Fire Sea (The Death Gate Cycle  #3),Margaret Weis/Tracy Hickman,4.07
1312,The Gate of Fire (Oath Of Empire Book Two),Thomas Harlan,3.58
1315,The Afghan Campaign,Steven Pressfield,3.96
1317,Tides of War,Steven Pressfield,3.90
1318,Last of the Amazons,Steven Pressfield,3.76
1319,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,Steven Pressfield/Robert McKee,4.00
1320,Gita on the Green,Stephen J. Rosen/Steven Pressfield,3.78
1322,Blood Stripes: The Grunt's View of the War in Iraq,David J. Danelo/Steven Pressfield,3.91
1326,Phaedrus and Letters VII and VIII,Plato/Walter Hamilton,4.10
1327,Phaedrus,Plato/Robin Waterfield,3.92
1328,Phaedrus,Plato/C.J. Rowe,3.92
1334,Lysis/Phaedrus/Symposium: Plato on Homosexuality,Plato/Benjamin Jowett,4.47
1337,Enthusiasm and Divine Madness,Josef Pieper/Richard Winston/Clara Winston,4.50
1338,On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws,Plato/C.D.C. Reeve,4.06
1342,Gorgias/Phaedrus (Agora),Plato/James H. Nichols Jr.,4.35
1351,Statesman,Plato/C.J. Rowe,3.85
1354,Gorgias,Plato/Walter Hamilton/Chris Emlyn-Jones,3.95
1362,The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,3.99
1363,The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,3.99
1364,The History (Great Minds),Herodotus/Henry Francis Cary,3.99
1365,The Histories,Herodotus/Carolyn Dewald/Robin Waterfield,3.99
1366,The Histories,Herodotus/Aubrey de Sélincourt/Andrew Robert Burn,3.99
1367,The Histories,Herodotus/Jennifer Tolbert Roberts/Walter Blanco,3.99
1368,The Histories,Herodotus/Edward Henry Blakeney/George Rawlinson/Rosalind Thomas,3.99
1369,The History,Herodotus/Peter Grene,3.99
1371,The Iliad,Homer/Robert Fagles/Bernard Knox,3.86
1373,Iliad,Homer/Stanley Lombardo/Sheila Murnaghan,3.86
1374,The Iliad,Homer/Robert Fitzgerald/Andrew Ford,3.86
1375,The Iliad/The Odyssey,Homer/Robert Fagles/Bernard Knox,4.04
1376,The Iliad,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,3.86
1377,The Iliad,Homer/W.H.D. Rouse,3.86
1378,The Essential Iliad,Homer/Sheila Murnaghan/Stanley Lombardo,3.86
1381,The Odyssey,Homer/Robert Fagles/Bernard Knox,3.76
1382,The Odyssey,Homer/Robert Fitzgerald/D.S. Carne-Ross,3.76
1383,The Odyssey,Homer/Richmond Lattimore,3.76
1384,The Odyssey,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,3.76
1387,The Odyssey,Homer/W.H.D. Rouse,3.76
1391,Aeneid: Selections from Books 1  2  4  6  10  12,Virgil/Barbara Weiden Boyd,4.35
1402,Eclogues. Georgics. Aeneid: Books 1-6,Virgil/Henry Rushton Fairclough/G.P. Goold,4.22
1403,City Eclogue,Ed Roberson,4.13
1405,The Eclogues and The Georgics,Virgil/Cecil Day-Lewis,3.80
1408,Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces  Marinades  Dry Rubs  Wet Rubs  Mops and Salsas,Paul  Kirk,3.94
1417,The Complete Pelican Shakespeare,William Shakespeare/Stephen Orgel/A.R. Braunmuller,4.50
1419,The Complete Works,William Shakespeare,4.50
1420,Hamlet,William Shakespeare/Harold Bloom/Rex Gibson,4.02
1423,The Compleat Works of Wllm Shkspr (abridged),Reduced Shakespeare Company/Adam Long/Daniel Singer/Jess Winfield,4.44
1424,The Pilgrimage: A Contemporary Quest for Ancient Wisdom,Paulo Coelho/Alan R. Clarke,3.64
1425,The Valkyries,Paulo Coelho/Alan R. Clarke,3.31
1426,Warrior of the Light,Paulo Coelho,3.70
1427,The Zahir,Paulo Coelho/Margaret Jull Costa,3.57
1428,By the River Piedra I Sat Down and Wept,Paulo Coelho/Alan R. Clarke,3.57
1429,The Fifth Mountain,Paulo Coelho/Clifford E. Landers,3.62
1431,Veronika Decides to Die,Paulo Coelho/Margaret Jull Costa/Kâmuran Şipal,3.70
1433,Hamlet,William Shakespeare/Stephen Orgel/A.R. Braunmuller,4.02
1437,Cliffs Notes on Shakespeare's Hamlet,Carla Lynn Stockton,3.69
1438,Shakespeare's Hamlet,William Shakespeare/Terri Mategrano,4.02
1439,Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth,Giorgio De Santillana/Hertha Von Dechend,4.29
1440,History of the Peloponnesian War: Bk. 1-2,Thucydides/C.F. Smith,4.32
1441,On Justice  Power and Human Nature: Selections from The History of the Peloponnesian War,Thucydides/Paul Woodruff,3.72
1444,History of the Peloponnesian War: Bk. 5-6,Thucydides/C.F. Smith,4.35
1445,The Peloponnesian War,Thucydides/Steven Lattimore,3.90
1449,The Peloponnesian War: A New Translation  Backgrounds  Interpretations,Thucydides/Jennifer Tolbert Roberts/Walter Blanco,3.90
1459,History of the Peloponnesian War  Bk. 7-8,Thucydides/C.F. Smith,4.29
1461,Thucydides  Book 6 Commentary,Cynthia W. Shelmerdine,4.50
1462,Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus,Euripides/Richmond Lattimore/David Grene/Rex Warner/Ralph Gladstone,4.03
1463,Euripides V: Electra / The Phoenician Women / The Bacchae,Euripides/David Grene/Richmond Lattimore/Emily Townsend Vermeule/Elizabeth Wyckoff/William Arrowsmith,4.21
1465,Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis,Euripides/David Grene/Richmond Lattimore/William Arrowsmith/Frank William Jones/Charles R. Walker,4.21
1466,Grief Lessons: Four Plays by Euripides,Anne Carson/Euripides,4.40
1467,Ten Plays,Euripides/Moses Hadas/John Maclean,4.17
1468,Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies  #7),Euripides/David Grene/Richmond Lattimore/William Arrowsmith/John Frederick Nims/Ronald Frederick Willetts,4.00
1470,Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen,Euripides/David Grene/Richmond Lattimore/Witter Bynner/William Arrowsmith,4.31
1473,Medea and Other Plays,Euripides/John Davie/Richard Rutherford,4.03
1474,Cyclops / Alcestis / Medea,Euripides/David Kovacs,4.23
1475,Medea,Euripides/Donald J. Mastronarde,3.87
1476,The Bacchae and Other Plays,Euripides/John Davie/Richard Rutherford,4.14
1479,Bakkhai,Euripides/Reginald Gibbons/Peter H. Burian,3.88
1480,Plays 1: Medea/The Phoenician Women/Bacchae,Euripides/David Thompson/J. Michael Walton,3.78
1486,The Trojan Women and Hippolytus,Euripides,3.63
1488,The Bacchae of Euripides: A Communion Rite,Wole Soyinka,3.86
1489,Orestes and Other Plays,Euripides/James Morwood/Robin Waterfield,4.10
1491,Children of Heracles / Hippolytus / Andromache / Hecuba,Euripides/David Kovacs,4.26
1494,Alcestis,Euripides/William Arrowsmith,3.83
1495,Suppliant Women / Electra / Heracles,Euripides/David Kovacs,4.47
1499,Medea,Euripides/Georgia Ann Machemer/Michael   Collier,3.87
1504,Euripides: Medea,William Allan,4.04
1506,CliffsNotes on Euripides' Medea and Electra,Robert J. Milch,4.20
1509,Trojan Women / Iphigenia Among the Taurians / Ion,Euripides/David Kovacs,4.03
1510,Helen / Phoenician Women / Orestes,Euripides/David Kovacs,4.07
1511,Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy),Euripides/Pantelis Michelakis,4.03
1515,The Complete Greek Tragedies  Volume 3: Euripides,Euripides/David Grene/Richmond Lattimore,4.43
1516,Aeschylus I: Oresteia (Agamemnon  The Libation Bearers  The Eumenides),Aeschylus/David Grene/Richmond Lattimore,4.02
1517,Aeschylus II: The Suppliant Maidens  The Persians  Seven against Thebes  and Prometheus Bound (The Complete Greek Tragedies),Aeschylus/David Grene/Richmond Lattimore/Seth Benardete,4.10
1518,The Oresteia,Aeschylus/Alan Shapiro/Peter H. Burian,4.02
1519,The Oresteia: Agamemnon  The Libation Bearers  The Eumenides,Aeschylus/Robert Fagles/William Bedell Stanford,4.02
1521,Oresteia,Aeschylus/Peter Meineck/Helene P. Foley,4.02
1523,Prometheus Bound and Other Plays,Aeschylus/Philip Vellacott,4.10
1525,The Oresteia,Aeschylus/Ted Hughes,4.02
1526,Aeschylus  1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides,Aeschylus/David R. Slavitt/Smith Palmer Bovie,4.02
1527,The Complete Greek Tragedies  Volume 1: Aeschylus,Aeschylus/Richmond Lattimore/David Grene,4.10
1529,Aeschylus: The Oresteia (A Student Guide: Landmarks of World Literature),Simon Goldhill,4.03
1530,The Oresteia: Agamemnon  Choephoroe & Eumenides (Everyman's Library  No. 260),Aeschylus/George Thomson/Richard Seaford,4.02
1531,Aeschylus 2: The Persians/Seven Against Thebes/The Suppliants/Prometheus Bound,Aeschylus/David R. Slavitt/Smith Palmer Bovie,4.10
1532,The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies,Aeschylus/E.D.A. Morshead,4.02
1533,The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound,Aeschylus/E.D.A. Morshead,4.10
1536,Sophocles II: Ajax/Women of Trachis/Electra/Philoctetes (Complete Greek Tragedies 4),Sophocles/David Grene/Richmond Lattimore/John Moore/Michael Jameson,4.14
1537,The Oedipus Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone,Sophocles/Paul Roche,3.97
1538,The Complete Plays,Sophocles/Paul Roche,4.27
1540,The Oedipus Cycle: Oedipus Rex  Oedipus at Colonus  Antigone,Sophocles/Robert Fitzgerald/Dudley Fitts,3.97
1542,The Three Theban Plays: Antigone  Oedipus the King  Oedipus at Colonus,Sophocles/Robert Fagles/Bernard Knox,3.97
1546,Theban Plays,Sophocles/Peter Meineck/Paul Woodruff,3.97
1547,The Theban Plays (Everyman's Library  #93),Sophocles/David Grene/Charles Segal,3.97
1548,Electra and Other Plays,Sophocles/E.F. Watling,4.14
1549,Antigone; Oedipus the Kingn; Electra,Sophocles/Edith Hall/H.D.F. Kitto,3.94
1554,Oedipus Rex  (The Theban Plays  #1),Sophocles/J.E. Thomas,3.70
1555,The Oedipus Plays of Sophocles,Sophocles/Paul Roche,3.97
1558,Oedipus Rex (Greek and Latin Classics),Sophocles/Roger D. Dawe,3.70
1559,Oedipus the King,Sophocles/Bernard Knox/Cynthia Brantley Johnson,3.70
1560,Four Plays: The Clouds/The Birds/Lysistrata/The Frogs,Aristophanes/William Arrowsmith/Richmond Lattimore/Douglass Parker,4.06
1561,Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen,Aristophanes/Jeffrey Henderson,3.94
1562,The Complete Plays,Aristophanes/Moses Hadas,4.21
1563,Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth,Aristophanes/David R. Slavitt,3.83
1566,Clouds/Wasps/Birds (Aristophanes 1),Aristophanes/Peter Meineck,3.77
1567,Lysistrata and Other Plays,Aristophanes/Alan H. Sommerstein,3.95
1568,Acharnians,Aristophanes/Jeffrey Henderson,3.42
1571,Clouds,Aristophanes/Kenneth James Dover,3.75
1572,Clouds/Wasps/Peace,Aristophanes/Jeffrey Henderson,4.07
1576,Three Plays: The Wasps / The Poet and the Women / The Frogs,Aristophanes/David B. Barrett,3.94
1577,Four Comedies: Lysistrata / The Frogs / The Birds / Ladies' Day,Aristophanes/Dudley Fitts,4.03
1579,Frogs/Assemblywomen/Wealth (Loeb Classical Library 180),Aristophanes/Jeffrey Henderson,4.21
1584,Cliffs Notes on Aristophanes' Lysistrata  The Birds  The Clouds  The Frogs,W. John Campbell,2.80
1585,Aristophanes and Athens: An Introduction to the Plays,Douglas M. MacDowell,4.07
1586,Lysistrata,Aristophanes/Douglass Parker,3.85
1590,Peace,Aristophanes/S. Douglas Olson,3.60
1591,Lysistrata,Aristophanes/Sarah Ruden,3.85
1592,The Knights / Peace / The Birds / The Assembly Women / Wealth,Aristophanes/Alan H. Sommerstein/David B. Barrett/David Brett,3.69
1595,Genres in Dialogue: Plato and the Construct of Philosophy,Andrea Wilson Nightingale,4.33
1618,The Curious Incident of the Dog in the Night-Time,Mark Haddon,3.88
1620,The Night Gardener,George Pelecanos,3.64
1625,Twelfth Night,William Shakespeare,3.98
1627,Brokeback Mountain,Annie Proulx,3.94
1633,Getting Things Done: The Art of Stress-Free Productivity,David    Allen,3.99
1634,Getting Things Done When You Are Not in Charge,Geoffrey M. Bellman,3.46
1642,Formas breves,Ricardo Piglia,4.17
1643,El último lector,Ricardo Piglia,4.14
1645,Money to Burn,Ricardo Piglia/Amanda Hopkinson,3.76
1646,Respiración artificial,Ricardo Piglia,3.96
1654,Plata quemada,Ricardo Piglia,3.76
1658,American Government: Continuity and Change  Alternate Edition,Karen  O'Connor/Larry J. Sabato,2.83
1664,Essentials of American and Texas Government: Continuity and Change,Karen  O'Connor/Larry J. Sabato,3.50
1667,El túnel,Ernesto Sabato,4.05
1681,The Confessions (Works of Saint Augustine 1),Augustine of Hippo/John E. Rotelle/Maria Boulding,3.92
1684,The City of God,Augustine of Hippo/Thomas Merton/Marcus Dods,3.92
1685,The Enchiridion on Faith Hope and Love (Augustine Series 1),Augustine of Hippo/Bruce Harbert/John E. Rotelle,4.04
1686,Augustine of Hippo: A Biography,Peter R.L. Brown,4.27
1693,On Christian Doctrine,Augustine of Hippo/D.W. Robertson Jr.,4.03
1698,Confessions  Books 1-13,Augustine of Hippo/Peter R.L. Brown/Frank Sheed,3.92
1702,Saint Augustine,Garry Wills,3.55
1703,Augustine: A Very Short Introduction,Henry Chadwick,3.71
1707,On Genesis/A Refutation of the Manichees/The Unfinished Literal Meaning of Genesis (Works of St Augustine 1),Augustine of Hippo/Boniface Ramsey/Edmund Hill,3.94
1709,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,4.07
1710,Confesiones de un chef,Anthony Bourdain,4.07
1713,The Metamorphoses of Ovid,Ovid/Allen Mandelbaum,4.05
1715,Metamorphoses,Ovid/David Raeburn/Denis Feeney,4.05
1718,Metamorphoses,Ovid/Bernard Knox/Charles    Martin,4.05
1720,Ovid's Metamorphoses: Books 1-5,Ovid/William Scovil Anderson,4.27
1721,Ovid’s Metamorphoses: Books 6-10,Ovid/William Scovil Anderson,4.32
1722,Latin Via Ovid: A First Course,Norma Goldman/Jacob E. Nyenhuis,4.36
1725,The Art of Love and Other Poems,Ovid/J.H. Mozley/G.P. Goold,4.02
1728,The Poems of Exile: Tristia and the Black Sea Letters,Ovid/Peter Green,4.12
1729,Metamorphoses: Volume 2  Books IX-XV,Ovid/Frank Justus Miller,4.52
1730,Metamorphoses: Volume I  Books I-VIII,Ovid/Frank Justus Miller,4.42
1731,Practice! Practice!: A Latin Via Ovid Workbook,Norma Goldman/Michael  Rossi,4.08
1744,Tibullus: A Commentary,Michael C.J. Putnam,3.71
1750,Dionysiac Poetics and Euripides' Bacchae,Charles Segal,4.62
1752,Antigone,Sophocles/Reginald Gibbons/Charles Segal,3.64
1761,Antigone,Sophocles/Reginald Gibbons/Charles Segal,3.64
1771,Object-Oriented Programming in C++,Richard Johnsonbaugh/Martin Kalin,4.07
1796,The Iliad,Homer/Robert Fitzgerald,3.86
1800,Love  Sex & Tragedy: How the Ancient World Shapes Our Lives,Simon Goldhill,3.79
1801,Reading Greek Tragedy,Simon Goldhill,4.12
1804,Who Needs Greek? Contests in the Cultural History of Hellenism,Simon Goldhill,3.40
1805,Foucault's Virginity: Ancient Erotic Fiction & the History of Sexuality (Stanford Memorial Lecture),Simon Goldhill,3.73
1814,2012: The Return of Quetzalcoatl,Daniel Pinchbeck,3.42
1815,Breaking Open the Head: A Psychedelic Journey Into the Heart of Contemporary Shamanism,Daniel Pinchbeck/Lee Fukui,4.06
1823,Them: Adventures with Extremists,Jon Ronson,3.95
1824,The Men Who Stare at Goats,Jon Ronson,3.61
1839,Guns  Germs and Steel: The Fates of Human Societies,Jared Diamond,4.03
1843,Caught Inside: A Surfer's Year on the California Coast,Daniel Duane,3.87
1845,Into the Wild,Jon Krakauer,3.98
1846,Wild at Heart: Discovering the Secret of a Man's Soul,John Eldredge,3.92
1848,Wild Swans: Three Daughters of China,Jung Chang,4.26
1849,Wild Fire (John Corey  #4),Nelson DeMille,4.01
1850,Born to Be Wild,Catherine Coulter,3.78
1852,The Call of the Wild,Jack London/Avi,3.86
1853,Wild About Books,Judy Sierra/Marc Brown,4.17
1856,In Web Design for Libraries,Charles P. Rubenstein,2.67
1869,Nickel and Dimed: On (Not) Getting by in America,Barbara Ehrenreich,3.63
1877,The History of Sexuality 1: An Introduction,Michel Foucault/Robert Hurley,4.04
1879,The History of Sexuality  Volume 1: The Will to Knowledge,Michel Foucault/Robert Hurley,4.04
1883,The History of Sexuality  Volume 2: The Use of Pleasure,Michel Foucault/Robert Hurley,4.08
1887,The Making of Pride and Prejudice,Sue Birtwistle/Sue Conklin/Susie Conklin,4.45
1888,Pride and Prejudice,Jane Austen,4.26
1889,Pride & Prejudice,Jane Austen/Vivien Jones,4.26
1891,Pride and Prejudice,Jane Austen/George Saintsbury/Hugh  Thomson,4.26
1893,Pride and Prejudice,Jane Austen/Carol Howard,4.26
1894,Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,4.00
1896,Iceland: Land of the Sagas,David  Roberts/Jon Krakauer,3.71
1898,Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,4.17
1902,In the Land of White Death: An Epic Story of Survival in the Siberian Arctic,Valerian Albanov/Jon Krakauer/David  Roberts/Alison Anderson/Валериан Альбанов,4.01
1911,The World Is Flat: A Brief History of the Twenty-first Century,Thomas L. Friedman,3.68
1914,La Tierra es plana: Breve historia del mundo globalizado del siglo XXI,Thomas L. Friedman,3.68
1925,The Avalanche Handbook,David McClung/Peter Schaerer,4.07
1931,Avalanche,Arthur J. Roth,3.65
1934,Little Women,Louisa May Alcott,4.07
1935,Little Women (Little Women  #1),Louisa May Alcott/Scott McKowen,4.07
1936,Little Women,Louisa May Alcott/Paula Danziger,4.07
1937,Little Women,Louisa May Alcott/Jessie Willcox Smith/Frank T. Merrill,4.07
1946,Little Women  Little Men  Jo's Boys,Louisa May Alcott/Elaine Showalter,4.33
1947,Little Women,Louisa May Alcott,4.07
1955,A Tale of Two Cities,Charles Dickens/Keith Cox/Cynthia Brantley Johnson,3.84
1957,A Tale of Two Cities,Charles Dickens/Gillen D'Arcy Wood,3.84
1958,A Tale of Two Cities: Charles Dickens,SparkNotes,4.00
1959,A Tale of Two Cities,Charles Dickens/Gillen D'Arcy Wood,3.84
1960,A Tale of Two Cities,Charles Dickens/Simon Schama,3.84
1972,Den of Thieves,James B. Stewart,4.16
1976,Den of Thieves (Cat Royal  #3),Julia Golding,4.21
1982,Charles Dickens: Four Novels:  Great Expectations  Hard Times  A Christmas Carol  and A Tale of Two Cities,Charles Dickens,4.30
1984,Bleak House,Charles Dickens/Mary Gaitskill/Hablot Knight Browne,4.01
1985,David Copperfield,Charles Dickens/Gish Jen,3.99
1987,What Jane Austen Ate and Charles Dickens Knew: From Fox Hunting to Whist—the Facts of Daily Life in 19th-Century England,Daniel Pool,3.85
1988,Charles Dickens,Jane Smiley,3.82
1990,Martin Chuzzlewit,Charles Dickens/Patricia Ingham/Hablot Knight Browne,3.83
1991,Why Is Sex Fun? The Evolution of Human Sexuality (Science Masters),Jared Diamond,3.71
1993,The Third Chimpanzee: The Evolution & Future of the Human Animal,Jared Diamond,4.06
1999,J.K.Rowling,Colleen Sexton,3.84
2002,Harry Potter Schoolbooks Box Set: Two Classic Books from the Library of Hogwarts School of Witchcraft and Wizardry,J.K. Rowling,4.40
2004,J.K. Rowling's Harry Potter Novels: A Reader's Guide,Philip Nel,3.58
2005,Harry Potter and the Half-Blood Prince (Harry Potter  #6),J.K. Rowling,4.57
2010,The Santaroga Barrier,Frank Herbert,3.66
2011,The Dosadi Experiment (ConSentiency Universe  #2),Frank Herbert,3.81
2015,The Eyes of Heisenberg,Frank Herbert,3.43
